id,year,state_name,state_code,district_name,district_code,rural_urban,level,gender,age,social_group,literacy,working_status,worker_type,occupation,population
122301,2011,West Bengal,19,Medinipur East,317,Rural,Village,Male,nan,General,nan,nan,nan,nan,1957083
122302,2011,West Bengal,19,Medinipur East,317,Rural,Village,Total,nan,nan,nan,Worker,Total,Agricultural_Labourers,681521
122303,2011,West Bengal,19,Medinipur East,317,Rural,Village,Total,nan,nan,nan,Worker,Main,Cultivator,233823
122304,2011,West Bengal,19,Medinipur East,317,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Other,24765
122305,2011,West Bengal,19,Medinipur East,317,Rural,Village,Male,nan,nan,nan,Worker,Total,Other,483969
122306,2011,West Bengal,19,Medinipur East,317,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Other,41163
122307,2011,West Bengal,19,Medinipur East,317,Rural,Village,Total,nan,nan,nan,Total,nan,nan,4492701
122308,2011,West Bengal,19,Medinipur East,317,Rural,Village,Total,0_To_6_Years,nan,nan,nan,nan,nan,523094
122309,2011,West Bengal,19,Medinipur East,317,Rural,Village,Total,nan,nan,nan,Worker,Total,Cultivator,334879
122310,2011,West Bengal,19,Medinipur East,317,Rural,Village,Male,nan,Sc,nan,nan,nan,nan,347932
122311,2011,West Bengal,19,Medinipur East,317,Rural,Village,Female,nan,nan,nan,Worker,Total,Total,364258
122312,2011,West Bengal,19,Medinipur East,317,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Other,16398
122313,2011,West Bengal,19,Medinipur East,317,Rural,Village,Female,nan,General,nan,nan,nan,nan,1835403
122314,2011,Jharkhand,20,Garhwa,328,Rural,Village,Male,nan,nan,nan,Worker,Total,Other,79597
122315,2011,Jharkhand,20,Garhwa,328,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,101932
122316,2011,Jharkhand,20,Garhwa,328,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Other,35620
122317,2011,Jharkhand,20,Garhwa,328,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Cultivator,11058
122318,2011,Jharkhand,20,Garhwa,328,Rural,Village,Female,nan,nan,nan,Worker,Main,Other,8186
122319,2011,Jharkhand,20,Garhwa,328,Rural,Village,Male,nan,nan,nan,Worker,Main,Household_Industry_Worker,2603
122320,2011,Jharkhand,20,Garhwa,328,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,3662
122321,2011,Jharkhand,20,Garhwa,328,Rural,Village,Total,nan,Sc,nan,nan,nan,nan,308843
122322,2011,Jharkhand,20,Chatra,323,Rural,Village,Male,nan,nan,nan,Worker,Total,Total,236023
122323,2011,Jharkhand,20,Chatra,323,Rural,Village,Female,nan,nan,Illiterate,nan,nan,nan,291869
122324,2011,Jharkhand,20,Chatra,323,Rural,Village,Male,nan,nan,nan,Non_Worker,nan,nan,264188
122325,2011,Jharkhand,20,Chatra,323,Rural,Village,Male,0_To_6_Years,nan,nan,nan,nan,nan,94540
122326,2011,Jharkhand,20,Chatra,323,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Other,19041
122327,2011,Jharkhand,20,Chatra,323,Rural,Village,Female,nan,nan,Total,nan,nan,nan,479721
122328,2011,Jharkhand,20,Chatra,323,Rural,Village,Total,nan,Total,nan,nan,nan,nan,979932
122329,2011,Jharkhand,20,Koderma,334,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Other,3351
122330,2011,Jharkhand,20,Koderma,334,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Total,78937
122331,2011,Jharkhand,20,Koderma,334,Rural,Village,Total,nan,nan,nan,Non_Worker,nan,nan,356460
122332,2011,Jharkhand,20,Koderma,334,Rural,Village,Female,nan,nan,nan,Worker,Main,Total,23132
122333,2011,Jharkhand,20,Koderma,334,Rural,Village,Total,nan,nan,Total,nan,nan,nan,574711
122334,2011,Jharkhand,20,Koderma,334,Rural,Village,Male,nan,General,nan,nan,nan,nan,242855
122335,2011,Jharkhand,20,Koderma,334,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,1856
122336,2011,Jharkhand,20,Koderma,334,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,16293
122337,2011,Jharkhand,20,Koderma,334,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Cultivator,5567
122338,2011,Jharkhand,20,Koderma,334,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Cultivator,16462
122339,2011,Jharkhand,20,Koderma,334,Rural,Village,Total,nan,nan,nan,Worker,Total,Total,218251
122340,2011,Jharkhand,20,Koderma,334,Rural,Village,Total,nan,nan,nan,Worker,Main,Agricultural_Labourers,23157
122341,2011,Jharkhand,20,Koderma,334,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,557
122342,2011,Jharkhand,20,Koderma,334,Rural,Village,Male,nan,Sc,nan,nan,nan,nan,47386
122343,2011,Jharkhand,20,Giridih,329,Rural,Village,Male,nan,nan,Literate,nan,nan,nan,694678
122344,2011,Jharkhand,20,Giridih,329,Rural,Village,Total,nan,nan,nan,Worker,Main,Total,360246
122345,2011,Jharkhand,20,Giridih,329,Rural,Village,Female,nan,nan,Illiterate,nan,nan,nan,669835
122346,2011,Jharkhand,20,Giridih,329,Rural,Village,Male,nan,General,nan,nan,nan,nan,862749
122347,2011,Jharkhand,20,Giridih,329,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,69650
122348,2011,Jharkhand,20,Giridih,329,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Cultivator,63651
122349,2011,Jharkhand,20,Giridih,329,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Total,231205
122350,2011,Jharkhand,20,Giridih,329,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,23242
122351,2011,Jharkhand,20,Giridih,329,Rural,Village,Total,nan,nan,Illiterate,nan,nan,nan,1108022
122352,2011,Jharkhand,20,Giridih,329,Rural,Village,Total,nan,Total,nan,nan,nan,nan,2205179
122353,2011,Jharkhand,20,Giridih,329,Rural,Village,Total,nan,St,nan,nan,nan,nan,234377
122354,2011,Jharkhand,20,Giridih,329,Rural,Village,Male,nan,nan,nan,Worker,Main,Household_Industry_Worker,7675
122355,2011,Jharkhand,20,Deoghar,324,Rural,Village,Male,nan,nan,nan,Worker,Total,Total,317874
122356,2011,Jharkhand,20,Deoghar,324,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Other,6075
122357,2011,Jharkhand,20,Deoghar,324,Rural,Village,Male,nan,nan,nan,Worker,Main,Other,62594
122358,2011,Jharkhand,20,Deoghar,324,Rural,Village,Female,nan,nan,nan,Worker,Main,Household_Industry_Worker,9353
122478,2011,Jharkhand,20,Hazaribagh,332,Rural,Village,Female,nan,St,nan,nan,nan,nan,53753
122359,2011,Jharkhand,20,Deoghar,324,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Cultivator,4734
122360,2011,Jharkhand,20,Deoghar,324,Rural,Village,Female,nan,nan,Total,nan,nan,nan,591165
122361,2011,Jharkhand,20,Deoghar,324,Rural,Village,Female,nan,nan,nan,Non_Worker,nan,nan,434315
122362,2011,Jharkhand,20,Deoghar,324,Rural,Village,Total,nan,nan,nan,Worker,Total,Household_Industry_Worker,34941
122363,2011,Jharkhand,20,Deoghar,324,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,4324
122364,2011,Jharkhand,20,Deoghar,324,Rural,Village,Female,nan,nan,nan,Total,nan,nan,591165
122365,2011,Jharkhand,20,Deoghar,324,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Other,29352
122366,2011,Jharkhand,20,Godda,330,Rural,Village,Total,nan,nan,Literate,nan,nan,nan,555568
122367,2011,Jharkhand,20,Godda,330,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Total,27049
122368,2011,Jharkhand,20,Godda,330,Rural,Village,Total,nan,nan,nan,Worker,Total,Household_Industry_Worker,17829
122369,2011,Jharkhand,20,Godda,330,Rural,Village,Male,nan,nan,nan,Worker,Total,Total,326462
122370,2011,Jharkhand,20,Godda,330,Rural,Village,Female,nan,nan,Literate,nan,nan,nan,207226
122371,2011,Jharkhand,20,Godda,330,Rural,Village,Male,nan,Total,nan,nan,nan,nan,639036
122372,2011,Jharkhand,20,Godda,330,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,166101
122373,2011,Jharkhand,20,Godda,330,Rural,Village,Total,nan,nan,Illiterate,nan,nan,nan,683999
122374,2011,Jharkhand,20,Godda,330,Rural,Village,Total,nan,General,nan,nan,nan,nan,856015
122375,2011,Jharkhand,20,Godda,330,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Cultivator,49462
122376,2011,Jharkhand,20,Sahebganj,340,Rural,Village,Total,nan,nan,nan,Worker,Main,Total,282716
122377,2011,Jharkhand,20,Sahebganj,340,Rural,Village,Female,nan,nan,nan,Worker,Total,Household_Industry_Worker,32957
122378,2011,Jharkhand,20,Sahebganj,340,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Total,73542
122379,2011,Jharkhand,20,Sahebganj,340,Rural,Village,Female,nan,nan,nan,Worker,Main,Cultivator,19241
122380,2011,Jharkhand,20,Sahebganj,340,Rural,Village,Male,nan,nan,nan,Worker,Main,Total,193340
122381,2011,Jharkhand,20,Sahebganj,340,Rural,Village,Male,nan,nan,nan,Worker,Total,Cultivator,74105
122406,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Cultivator,42889
122382,2011,Jharkhand,20,Sahebganj,340,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,1470
122383,2011,Jharkhand,20,Sahebganj,340,Rural,Village,Male,nan,nan,Literate,nan,nan,nan,231109
122384,2011,Jharkhand,20,Sahebganj,340,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Total,125861
122385,2011,Jharkhand,20,Sahebganj,340,Rural,Village,Total,nan,nan,Literate,nan,nan,nan,384659
122386,2011,Jharkhand,20,Sahebganj,340,Rural,Village,Total,nan,nan,nan,Total,nan,nan,990901
122387,2011,Jharkhand,20,Sahebganj,340,Rural,Village,Total,nan,Total,nan,nan,nan,nan,990901
122388,2011,Jharkhand,20,Sahebganj,340,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,400
122389,2011,Jharkhand,20,Pakur,337,Rural,Village,Total,nan,nan,nan,Worker,Main,Household_Industry_Worker,11990
122390,2011,Jharkhand,20,Pakur,337,Rural,Village,Female,nan,St,nan,nan,nan,nan,190738
122391,2011,Jharkhand,20,Pakur,337,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,1657
122392,2011,Jharkhand,20,Pakur,337,Rural,Village,Total,nan,nan,nan,Worker,Total,Household_Industry_Worker,17211
122393,2011,Jharkhand,20,Pakur,337,Rural,Village,Male,nan,nan,nan,Worker,Total,Other,67243
122394,2011,Jharkhand,20,Pakur,337,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,3564
122395,2011,Jharkhand,20,Pakur,337,Rural,Village,Male,nan,nan,nan,Worker,Main,Cultivator,53857
122396,2011,Jharkhand,20,Pakur,337,Rural,Village,Female,nan,nan,Literate,nan,nan,nan,129021
122397,2011,Jharkhand,20,Pakur,337,Rural,Village,Male,nan,nan,Total,nan,nan,nan,418251
122398,2011,Jharkhand,20,Pakur,337,Rural,Village,Total,nan,St,nan,nan,nan,nan,376390
122399,2011,Jharkhand,20,Pakur,337,Rural,Village,Female,nan,nan,nan,Worker,Main,Cultivator,14413
122400,2011,Jharkhand,20,Pakur,337,Rural,Village,Female,nan,nan,nan,Worker,Main,Agricultural_Labourers,18114
122401,2011,Jharkhand,20,Pakur,337,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,1024
122402,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Male,nan,nan,nan,Non_Worker,nan,nan,296452
122403,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Male,nan,St,nan,nan,nan,nan,99381
122404,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Total,nan,nan,Total,nan,nan,nan,1123541
122405,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Female,nan,nan,nan,Worker,Main,Household_Industry_Worker,2109
122407,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,18582
122408,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Male,nan,nan,nan,Worker,Main,Agricultural_Labourers,15144
122409,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Total,nan,General,nan,nan,nan,nan,762687
122410,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Male,nan,nan,nan,Total,nan,nan,581666
122411,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Male,nan,nan,nan,Worker,Total,Cultivator,48917
122412,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Female,nan,Total,nan,nan,nan,nan,541875
122413,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Cultivator,5141
122414,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,5478
122415,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Total,nan,nan,nan,Non_Worker,nan,nan,712454
122416,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Female,nan,nan,nan,Worker,Total,Other,33479
122417,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Female,nan,nan,nan,Non_Worker,nan,nan,416002
122418,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Total,nan,nan,nan,Worker,Total,Total,411087
122419,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Total,64176
122420,2011,Jharkhand,20,Dhanbad,325,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Cultivator,16955
122421,2011,Jharkhand,20,Bokaro,322,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Total,62921
122422,2011,Jharkhand,20,Bokaro,322,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Other,3973
122423,2011,Jharkhand,20,Bokaro,322,Rural,Village,Male,nan,nan,nan,Total,nan,nan,543739
122424,2011,Jharkhand,20,Bokaro,322,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,3884
122425,2011,Jharkhand,20,Bokaro,322,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Other,8130
122426,2011,Jharkhand,20,Bokaro,322,Rural,Village,Total,nan,nan,Total,nan,nan,nan,1056839
122427,2011,Jharkhand,20,Bokaro,322,Rural,Village,Female,nan,nan,nan,Worker,Total,Other,23079
122428,2011,Jharkhand,20,Bokaro,322,Rural,Village,Male,nan,nan,nan,Worker,Total,Total,271523
122429,2011,Jharkhand,20,Lohardaga,336,Rural,Village,Male,nan,nan,nan,Worker,Total,Other,15351
122430,2011,Jharkhand,20,Lohardaga,336,Rural,Village,Total,nan,nan,nan,Worker,Main,Agricultural_Labourers,21015
122431,2011,Jharkhand,20,Lohardaga,336,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,26874
122432,2011,Jharkhand,20,Lohardaga,336,Rural,Village,Female,nan,nan,nan,Worker,Total,Cultivator,43179
122433,2011,Jharkhand,20,Lohardaga,336,Rural,Village,Total,nan,General,nan,nan,nan,nan,142872
122434,2011,Jharkhand,20,Lohardaga,336,Rural,Village,Total,nan,St,nan,nan,nan,nan,248472
122435,2011,Jharkhand,20,Lohardaga,336,Rural,Village,Total,nan,nan,nan,Worker,Total,Total,204297
122436,2011,Jharkhand,20,East Singhbum,327,Rural,Village,Male,nan,nan,nan,Worker,Total,Total,282989
122437,2011,Jharkhand,20,East Singhbum,327,Rural,Village,Female,nan,nan,nan,Total,nan,nan,504830
122438,2011,Jharkhand,20,East Singhbum,327,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Cultivator,16887
122439,2011,Jharkhand,20,East Singhbum,327,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,66673
122440,2011,Jharkhand,20,East Singhbum,327,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Cultivator,12153
122441,2011,Jharkhand,20,East Singhbum,327,Rural,Village,Total,nan,St,nan,nan,nan,nan,515214
122442,2011,Jharkhand,20,East Singhbum,327,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Other,31073
122443,2011,Jharkhand,20,East Singhbum,327,Rural,Village,Total,nan,nan,nan,Total,nan,nan,1019328
122444,2011,Jharkhand,20,East Singhbum,327,Rural,Village,Female,nan,nan,nan,Worker,Main,Agricultural_Labourers,12481
122445,2011,Jharkhand,20,East Singhbum,327,Rural,Village,Female,nan,Total,nan,nan,nan,nan,504830
122446,2011,Jharkhand,20,East Singhbum,327,Rural,Village,Total,nan,nan,nan,Worker,Main,Other,80363
122447,2011,Jharkhand,20,Palamu,338,Rural,Village,Female,nan,nan,nan,Worker,Total,Other,28529
122448,2011,Jharkhand,20,Palamu,338,Rural,Village,Total,nan,nan,Literate,nan,nan,nan,867814
122449,2011,Jharkhand,20,Palamu,338,Rural,Village,Total,nan,nan,nan,Total,nan,nan,1713866
122450,2011,Jharkhand,20,Palamu,338,Rural,Village,Male,nan,nan,nan,Worker,Main,Other,62391
122451,2011,Jharkhand,20,Palamu,338,Rural,Village,Total,nan,nan,nan,Worker,Main,Total,240120
122452,2011,Jharkhand,20,Palamu,338,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,3762
122453,2011,Jharkhand,20,Palamu,338,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Other,8106
122454,2011,Jharkhand,20,Palamu,338,Rural,Village,Male,nan,nan,nan,Worker,Total,Total,420227
122455,2011,Jharkhand,20,Palamu,338,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Cultivator,15401
122456,2011,Jharkhand,20,Palamu,338,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Other,40318
122457,2011,Jharkhand,20,Palamu,338,Rural,Village,Female,nan,General,nan,nan,nan,nan,495767
122458,2011,Jharkhand,20,Palamu,338,Rural,Village,Male,nan,nan,Illiterate,nan,nan,nan,354982
122459,2011,Jharkhand,20,Latehar,335,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Total,22949
122460,2011,Jharkhand,20,Latehar,335,Rural,Village,Total,nan,nan,nan,Worker,Total,Household_Industry_Worker,8600
122461,2011,Jharkhand,20,Latehar,335,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,43662
122462,2011,Jharkhand,20,Latehar,335,Rural,Village,Female,nan,St,nan,nan,nan,nan,161065
122463,2011,Jharkhand,20,Latehar,335,Rural,Village,Female,nan,nan,nan,Worker,Total,Household_Industry_Worker,4745
122464,2011,Jharkhand,20,Latehar,335,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,44676
122465,2011,Jharkhand,20,Latehar,335,Rural,Village,Total,nan,nan,Illiterate,nan,nan,nan,358962
122466,2011,Jharkhand,20,Latehar,335,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Other,2752
122467,2011,Jharkhand,20,Latehar,335,Rural,Village,Female,nan,nan,nan,Worker,Main,Total,32713
122468,2011,Jharkhand,20,Latehar,335,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Cultivator,21569
122469,2011,Jharkhand,20,Hazaribagh,332,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Total,125048
122470,2011,Jharkhand,20,Hazaribagh,332,Rural,Village,Total,nan,nan,nan,Worker,Main,Agricultural_Labourers,42287
122471,2011,Jharkhand,20,Hazaribagh,332,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Cultivator,26103
122472,2011,Jharkhand,20,Hazaribagh,332,Rural,Village,Female,nan,nan,nan,Worker,Total,Household_Industry_Worker,6076
122473,2011,Jharkhand,20,Hazaribagh,332,Rural,Village,Female,nan,nan,Illiterate,nan,nan,nan,386581
122474,2011,Jharkhand,20,Hazaribagh,332,Rural,Village,Male,nan,nan,nan,Worker,Main,Cultivator,82339
122475,2011,Jharkhand,20,Hazaribagh,332,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,7769
122476,2011,Jharkhand,20,Hazaribagh,332,Rural,Village,Total,0_To_6_Years,nan,nan,nan,nan,nan,246642
122477,2011,Jharkhand,20,Hazaribagh,332,Rural,Village,Total,nan,nan,nan,Worker,Total,Cultivator,239856
122479,2011,Jharkhand,20,Hazaribagh,332,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Total,37406
122480,2011,Jharkhand,20,Ramgarh,607,Rural,Village,Female,nan,nan,nan,Worker,Main,Agricultural_Labourers,5819
122481,2011,Jharkhand,20,Ramgarh,607,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Other,3131
122482,2011,Jharkhand,20,Ramgarh,607,Rural,Village,Total,nan,Sc,nan,nan,nan,nan,50227
122483,2011,Jharkhand,20,Ramgarh,607,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Other,1182
122484,2011,Jharkhand,20,Ramgarh,607,Rural,Village,Female,nan,nan,nan,Worker,Main,Cultivator,14583
122485,2011,Jharkhand,20,Ramgarh,607,Rural,Village,Male,nan,nan,nan,Worker,Main,Total,96026
122486,2011,Jharkhand,20,Ramgarh,607,Rural,Village,Male,nan,nan,Total,nan,nan,nan,272167
122487,2011,Jharkhand,20,Ramgarh,607,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,184
122488,2011,Jharkhand,20,Ramgarh,607,Rural,Village,Total,nan,St,nan,nan,nan,nan,144484
122489,2011,Jharkhand,20,Ramgarh,607,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,8635
122490,2011,Jharkhand,20,Dumka,326,Rural,Village,Male,nan,nan,nan,Worker,Main,Total,153485
122491,2011,Jharkhand,20,Dumka,326,Rural,Village,Female,nan,Total,nan,nan,nan,nan,610336
122492,2011,Jharkhand,20,Dumka,326,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,28159
122493,2011,Jharkhand,20,Dumka,326,Rural,Village,Total,nan,nan,nan,Worker,Total,Agricultural_Labourers,300759
122494,2011,Jharkhand,20,Dumka,326,Rural,Village,Female,nan,St,nan,nan,nan,nan,286354
122495,2011,Jharkhand,20,Dumka,326,Rural,Village,Total,nan,nan,nan,Worker,Main,Other,52834
122496,2011,Jharkhand,20,Dumka,326,Rural,Village,Male,nan,nan,nan,Worker,Total,Other,60466
122497,2011,Jharkhand,20,Dumka,326,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,92305
122498,2011,Jharkhand,20,Dumka,326,Rural,Village,Male,nan,Sc,nan,nan,nan,nan,36714
122499,2011,Jharkhand,20,Dumka,326,Rural,Village,Female,nan,nan,nan,Worker,Total,Cultivator,76546
122500,2011,Jharkhand,20,Dumka,326,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,1143
122501,2011,Jharkhand,20,Dumka,326,Rural,Village,Female,nan,nan,nan,Worker,Main,Household_Industry_Worker,3468
122502,2011,Jharkhand,20,Dumka,326,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Other,7474
122503,2011,Jharkhand,20,Jamtara,333,Rural,Village,Male,nan,nan,Illiterate,nan,nan,nan,137040
122504,2011,Jharkhand,20,Jamtara,333,Rural,Village,Female,nan,General,nan,nan,nan,nan,198830
122505,2011,Jharkhand,20,Jamtara,333,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Cultivator,6481
122506,2011,Jharkhand,20,Jamtara,333,Rural,Village,Total,nan,General,nan,nan,nan,nan,411619
122507,2011,Jharkhand,20,Jamtara,333,Rural,Village,Male,nan,nan,Literate,nan,nan,nan,225498
122508,2011,Jharkhand,20,Jamtara,333,Rural,Village,Male,nan,nan,nan,Worker,Total,Agricultural_Labourers,78660
122509,2011,Jharkhand,20,Jamtara,333,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Cultivator,29789
122510,2011,Jharkhand,20,Jamtara,333,Rural,Village,Female,nan,Sc,nan,nan,nan,nan,30730
122511,2011,Jharkhand,20,Jamtara,333,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,8707
122512,2011,Jharkhand,20,Ranchi,339,Rural,Village,Female,0_To_6_Years,nan,nan,nan,nan,nan,122845
122513,2011,Jharkhand,20,Ranchi,339,Rural,Village,Female,nan,nan,nan,Total,nan,nan,816390
122514,2011,Jharkhand,20,Ranchi,339,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Other,4583
122515,2011,Jharkhand,20,Ranchi,339,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Total,125064
122516,2011,Jharkhand,20,Ranchi,339,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Cultivator,47164
122517,2011,Jharkhand,20,Ranchi,339,Rural,Village,Total,nan,nan,nan,Worker,Main,Cultivator,202373
122518,2011,Jharkhand,20,Ranchi,339,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Total,60081
122519,2011,Jharkhand,20,Ranchi,339,Rural,Village,Total,nan,nan,nan,Worker,Main,Agricultural_Labourers,95876
122520,2011,Jharkhand,20,Ranchi,339,Rural,Village,Male,nan,nan,nan,Worker,Main,Total,284829
122521,2011,Jharkhand,20,Ranchi,339,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Other,41826
122522,2011,Jharkhand,20,Ranchi,339,Rural,Village,Female,nan,nan,nan,Worker,Total,Cultivator,129541
122523,2011,Jharkhand,20,Ranchi,339,Rural,Village,Female,nan,nan,nan,Non_Worker,nan,nan,500596
122524,2011,Jharkhand,20,Ranchi,339,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,71192
122525,2011,Jharkhand,20,Khunti,606,Rural,Village,Total,nan,nan,nan,Worker,Total,Agricultural_Labourers,48694
122526,2011,Jharkhand,20,Khunti,606,Rural,Village,Female,nan,nan,nan,Worker,Main,Cultivator,42365
122527,2011,Jharkhand,20,Khunti,606,Rural,Village,Female,nan,nan,nan,Non_Worker,nan,nan,128359
122528,2011,Jharkhand,20,Khunti,606,Rural,Village,Female,0_To_6_Years,nan,nan,nan,nan,nan,39570
122529,2011,Jharkhand,20,Khunti,606,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,3363
122530,2011,Jharkhand,20,Khunti,606,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,1306
122531,2011,Jharkhand,20,Khunti,606,Rural,Village,Total,nan,nan,Total,nan,nan,nan,486903
122532,2011,Jharkhand,20,Khunti,606,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Other,882
122533,2011,Jharkhand,20,Khunti,606,Rural,Village,Total,nan,nan,nan,Worker,Main,Cultivator,106025
122534,2011,Jharkhand,20,Khunti,606,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Total,47953
